animal_id,animal_type,breed,color,date_of_birth,date_of_outcome,name,outcome_subtype,outcome_type,sex_upon_outcome,location_lat,location_long
A686233,Cat,Domestic Shorthair Mix,Blue Tabby/White,2013-02-18,2014-10-14,Marvin,Partner,Transfer,Neutered Male,30.61534186,-97.67269395
A763060,Dog,Pit Bull Mix,White,2016-12-02,2018-01-09,*Cambria,Foster,Adoption,Spayed Female,30.32705511,-97.6846677
A750139,Cat,Domestic Shorthair Mix,Black,2015-11-23,2017-06-09,,Partner,Transfer,Neutered Male,30.52836194,-97.54050738
A758439,Dog,Staffordshire Mix,Fawn,2015-09-16,2017-11-16,Bae,,Adoption,Spayed Female,30.50737861,-97.44443933
A758897,Dog,Miniature Pinscher Mix,Black,2009-09-23,2017-09-24,Dumpling,Partner,Transfer,Intact Female,30.42744025,-97.6948322
A675506,Cat,Domestic Shorthair Mix,Black,2012-03-28,2014-04-01,Justice,,Return to Owner,Neutered Male,30.55214211,-97.52728008
A765802,Cat,Domestic Longhair Mix,Black/White,2013-01-27,2018-01-31,,Snr,Transfer,Neutered Male,30.73704834,-97.59023938
A548770,Cat,Domestic Shorthair Mix,Orange Tabby/White,2007-07-05,2013-11-05,Firecat,Rabies Risk,Euthanasia,Neutered Male,30.36032346,-97.38523969
A739227,Cat,Domestic Shorthair Mix,Gray/White,2015-11-29,2016-11-30,,SCRP,Transfer,Intact Female,30.57220289,-97.59333187
A670612,Dog,Beagle,Brown/White,2011-09-04,2016-11-18,Sheila,,Return to Owner,Intact Female,30.269928,-97.71110784
A675567,Dog,Siberian Husky Mix,Black/White,2010-11-24,2014-03-30,Lola,,Return to Owner,Spayed Female,30.53735617,-97.50347425
A707763,Cat,Domestic Shorthair Mix,Cream Tabby,2015-04-26,2015-07-19,Tinkerbell,Foster,Adoption,Spayed Female,30.31920515,-97.61177001
A733433,Other,Bat,Black/Brown,2015-08-21,2016-08-21,,Rabies Risk,Euthanasia,Unknown,30.27045784,-97.65667539
A679691,Other,Bat,Brown/Black,2014-04-24,2014-05-25,,In Kennel,Died,Unknown,30.36881794,-97.65976702
A762373,Dog,Pit Bull Mix,Brown Brindle/Black,2016-11-19,2017-11-19,Tiny,,Return to Owner,Intact Female,30.36235403,-97.25965426
A718671,Cat,Domestic Shorthair Mix,Blue Tabby,2011-01-04,2016-01-11,Boris,,Adoption,Neutered Male,30.4085971,-97.26382992
A707346,Dog,Chihuahua Shorthair Mix,Chocolate/White,2012-07-11,2015-07-15,*Elsie,,Adoption,Spayed Female,30.30499726,-97.3410131
A713751,Cat,Domestic Medium Hair Mix,Brown Tabby,2014-10-12,2015-10-21,Big Boy,Partner,Transfer,Neutered Male,30.49858975,-97.72092239
A761025,Dog,Catahoula Mix,Tan/Black,2015-10-27,2018-01-14,*Glacier,,Adoption,Neutered Male,30.66618673,-97.62632748
A670923,Dog,Pit Bull Mix,Brown Brindle,2012-03-22,2014-02-06,Kayna,Behavior,Euthanasia,Spayed Female,30.73863238,-97.66435679
A669721,Cat,Domestic Shorthair Mix,Calico,2013-02-26,2013-12-30,*Peach,,Adoption,Spayed Female,30.44043887,-97.54281088
A697914,Cat,Domestic Shorthair Mix,Black/White,2015-02-27,2015-03-03,,Partner,Transfer,Unknown,30.42335024,-97.66366488
A694785,Dog,German Shepherd Mix,Tan,2014-01-11,2015-02-11,Zazu,Partner,Transfer,Neutered Male,30.28138213,-97.2744914
A759872,Cat,Domestic Shorthair Mix,White/Brown Tabby,2014-10-08,2017-10-13,,Snr,Transfer,Spayed Female,30.3997136,-97.54256116
A687188,Dog,Pit Bull Mix,White,2014-06-17,2014-09-06,*Miss Sally,,Adoption,Spayed Female,30.53753481,-97.59482018
A751403,Cat,Domestic Shorthair Mix,Blue Tabby,2017-03-07,2017-07-01,*Genevieve,,Adoption,Spayed Female,30.30693765,-97.71769557
A752614,Cat,Domestic Shorthair Mix,Orange Tabby/White,2017-05-09,2017-08-07,*Matt,,Adoption,Neutered Male,30.45569098,-97.25727152
A706341,Dog,Chihuahua Shorthair Mix,Black/White,2013-06-27,2015-07-08,*Meg,Partner,Transfer,Intact Female,30.62645852,-97.54006587
A741975,Dog,Dachshund Mix,Brown/White,2015-01-12,2017-01-13,Major,,Return to Owner,Neutered Male,30.47487031,-97.28914783
A667041,Dog,Carolina Dog Mix,White/Black,2011-11-11,2014-02-03,Ethyl,,Adoption,Spayed Female,30.44616661,-97.47497993
A664931,Dog,Rat Terrier Mix,White/Brown,2012-10-11,2014-12-04,Chester,,Return to Owner,Neutered Male,30.67528029,-97.55918827
A760262,Dog,Chihuahua Shorthair Mix,Black/Brown,2015-10-15,2017-10-20,*Betty,Partner,Transfer,Spayed Female,30.57680811,-97.54059793
A682578,Dog,Miniature Poodle Mix,Black/White,2014-06-16,2014-07-23,,Partner,Transfer,Intact Female,30.35922992,-97.32395515
A694291,Cat,Domestic Shorthair Mix,Orange Tabby,2014-10-24,2015-01-09,*Larry,Partner,Transfer,Intact Male,30.71572076,-97.31447301
A686621,Cat,Domestic Shorthair Mix,Black/White,2014-08-20,2014-08-24,,Partner,Transfer,Intact Female,30.482402,-97.24619396
A669415,Dog,Chihuahua Shorthair Mix,Brown/White,2012-06-20,2013-12-29,,,Adoption,Neutered Male,30.64852616,-97.69994254
A720018,Dog,Pit Bull Mix,Brown Brindle/White,2015-02-01,2016-02-16,Ripley,,Adoption,Intact Female,30.7561854,-97.45821165
A702969,Cat,Domestic Shorthair Mix,Black/White,2015-04-27,2015-05-22,*Briana,Partner,Transfer,Intact Female,30.43026234,-97.71861007
A747673,Cat,Domestic Shorthair Mix,Brown Tabby,2017-03-20,2017-04-25,*Benny,Partner,Transfer,Intact Male,30.5196423,-97.30401013
A700847,Dog,German Shepherd Mix,Brown/Black,2014-07-20,2015-04-25,,Partner,Transfer,Intact Female,30.42391147,-97.4399382
A734683,Dog,Golden Retriever,Red,2014-09-11,2016-09-15,Sapphire,Partner,Transfer,Spayed Female,30.48611496,-97.26911619
A669543,Dog,Labrador Retriever/German Shepherd,Chocolate,2013-10-22,2013-12-24,Harley,,Adoption,Neutered Male,30.57207233,-97.59607345
A693174,Cat,Domestic Shorthair Mix,Torbie/White,2014-09-18,2014-12-13,*Sally,,Adoption,Intact Female,30.30521851,-97.63288134
A726753,Cat,Domestic Shorthair Mix,Brown Tabby,2016-03-14,2016-05-28,*Bobby,Partner,Transfer,Neutered Male,30.62759528,-97.54437515
A749267,Dog,Whippet/Plott Hound,Brown Brindle,2016-11-12,2017-05-19,*Kewi,Partner,Transfer,Spayed Female,30.28399125,-97.488195
A739522,Dog,Pekingese Mix,Cream/White,2010-08-14,2016-12-14,Pudgie,,Return to Owner,Neutered Male,30.45747484,-97.70847253
A738335,Cat,Domestic Shorthair Mix,Brown Tabby,2014-11-13,2016-12-09,Newman,Partner,Transfer,Neutered Male,30.3297663,-97.35046539
A744242,Dog,Miniature Schnauzer Mix,White,2016-02-25,2017-03-08,Jack,,Return to Owner,Intact Male,30.31817813,-97.28184102
A690158,Cat,Domestic Shorthair Mix,Blue,2013-10-15,2014-10-20,,SCRP,Transfer,Intact Male,30.42936457,-97.27572499
A756917,Dog,Labrador Retriever Mix,Black/White,2016-12-27,2017-09-07,Kellsie,,Adoption,Spayed Female,30.45787113,-97.38934098
A707614,Dog,Pit Bull Mix,Black/White,2013-07-15,2015-07-24,Cayenne,,Return to Owner,Neutered Male,30.63312479,-97.54884758
A736385,Dog,Brittany Mix,Tan/White,2014-10-09,2016-10-10,Beretta,,Return to Owner,Spayed Female,30.62748951,-97.48956012
A734600,Cat,Domestic Shorthair Mix,Brown Tabby,2016-08-24,2016-11-11,*Denny,,Adoption,Neutered Male,30.63881629,-97.29372611
A744959,Dog,Chihuahua Shorthair Mix,Tan,2015-03-10,2017-04-03,*George,Partner,Transfer,Neutered Male,30.59797959,-97.49705293
A760012,Cat,Domestic Shorthair Mix,Calico,2016-10-11,2017-10-16,,Snr,Transfer,Intact Female,30.71355426,-97.29844529
A666693,Dog,American Bulldog,White/Brown Brindle,2006-11-06,2014-02-17,Daisy,,Adoption,Spayed Female,30.57789901,-97.41832976
A748160,Dog,Labrador Retriever Mix,Black/White,2003-05-02,2017-05-02,Applez,,Return to Owner,Spayed Female,30.48710107,-97.60891707
A664583,Cat,Domestic Medium Hair Mix,Black/White,2013-06-05,2013-10-07,,SCRP,Transfer,Unknown,30.37032522,-97.37709849
A742114,Cat,Domestic Shorthair Mix,Brown Tabby,2015-01-15,2017-07-01,Jones,,Adoption,Neutered Male,30.56636584,-97.72321903
A733428,Cat,Domestic Medium Hair Mix,Blue Tabby,2016-05-30,2016-09-17,*Hamilton,,Adoption,Neutered Male,30.64270548,-97.53963927
A736336,Dog,Siberian Husky Mix,White/Black,2015-10-09,2016-10-09,Sasha,,Return to Owner,Intact Female,30.41347943,-97.67194477
A737044,Dog,Siberian Husky Mix,Sable/White,2015-10-21,2016-10-26,,Partner,Transfer,Spayed Female,30.53019475,-97.47912226
A717863,Dog,German Shepherd Mix,Brown,2012-12-16,2015-12-20,*Lucky,Partner,Transfer,Intact Male,30.59827441,-97.70125789
A699381,Other,Bat Mix,Brown,2013-03-26,2015-03-27,,Rabies Risk,Euthanasia,Unknown,30.34354659,-97.43922233
A676320,Dog,Australian Cattle Dog Mix,Tricolor,2014-03-21,2014-05-21,Tucker,Foster,Adoption,Neutered Male,30.75601877,-97.28668171
A750405,Dog,Labrador Retriever Mix,Chocolate,2010-05-31,2017-06-24,*Lincoln,Offsite,Adoption,Neutered Male,30.34244812,-97.45019709
A738800,Dog,Scottish Terrier,Black/Black,2015-11-21,2016-11-22,Walter,,Return to Owner,Neutered Male,30.70485705,-97.36059859
A711058,Cat,Domestic Shorthair Mix,Brown Tabby/White,2015-08-10,2015-09-01,,Partner,Transfer,Unknown,30.39802759,-97.57146108
A673269,Cat,Domestic Shorthair Mix,Black,2013-02-21,2014-03-15,*Curtis,,Adoption,Neutered Male,30.57894099,-97.7159025
A727193,Dog,Rhod Ridgeback Mix,Brown/Black,2010-05-19,2016-05-19,Gigi,,Return to Owner,Spayed Female,30.3272849,-97.40393646
A381173,Dog,Labrador Retriever Mix,Brown/White,2000-08-06,2014-08-06,Pepper,,Return to Owner,Spayed Female,30.73002362,-97.41468912
A669794,Dog,Rottweiler Mix,Black/Tan,2012-12-27,2013-12-27,Nikita,,Return to Owner,Spayed Female,30.39880741,-97.68168599
A433746,Dog,Australian Shepherd Mix,White/Brown,2006-04-09,2015-11-04,Evette,Partner,Transfer,Spayed Female,30.70514106,-97.68831966
A734651,Dog,Catahoula Mix,White/Black,2013-09-10,2016-09-17,*Sheba,,Adoption,Spayed Female,30.74464231,-97.2666277
A719006,Dog,Dachshund/Chihuahua Shorthair,Chocolate,2014-01-11,2016-01-25,Pablo,,Adoption,Neutered Male,30.73520206,-97.68745988
A665629,Dog,Australian Cattle Dog/Chow Chow,Red Merle/White,2009-10-20,2015-07-31,Baby Boy,Partner,Transfer,Neutered Male,30.28781222,-97.62995379
A688427,Dog,American Bulldog Mix,White,2011-09-19,2014-10-04,,Partner,Transfer,Neutered Male,30.35889068,-97.52291095
A716150,Dog,Miniature Schnauzer Mix,Silver/Black,2013-11-15,2015-11-20,*Pancho,,Adoption,Neutered Male,30.64319715,-97.28766459
A734180,Dog,Labrador Retriever Mix,Black/White,2013-09-02,2016-10-15,Jax,,Adoption,Neutered Male,30.59284969,-97.34071516
A760464,Dog,French Bulldog,Fawn,2016-10-20,2017-10-20,Klaus,,Return to Owner,Neutered Male,30.5219079,-97.53911633
A712421,Cat,Domestic Shorthair Mix,White/Blue Tabby,2015-08-15,2015-11-11,*Cameron,Foster,Adoption,Neutered Male,30.43864718,-97.58484507
A676777,Dog,Dutch Shepherd Mix,Brown Brindle,2012-04-16,2014-04-25,Remy,,Return to Owner,Spayed Female,30.40959309,-97.54957682
A732255,Dog,Great Pyrenees/Pointer,White/Black,2016-05-04,2016-08-10,*Benjamin,,Adoption,Neutered Male,30.57505268,-97.49627667
A693283,Dog,Pit Bull Mix,Tan/White,2012-12-05,2017-11-23,Maximus,,Return to Owner,Neutered Male,30.28147008,-97.38396593
A709285,Other,Bat,Red,2015-07-07,2015-08-07,,Rabies Risk,Euthanasia,Unknown,30.66551278,-97.41447724
A724073,Cat,Domestic Shorthair Mix,Calico,2015-05-11,2016-04-16,Lily,,Adoption,Spayed Female,30.36530247,-97.55233245
A674453,Dog,Wire Hair Fox Terrier Mix,White/Tan,2008-03-13,2014-03-14,Lana,Partner,Transfer,Spayed Female,30.65716771,-97.34722536
A738016,Cat,Domestic Shorthair Mix,Brown Tabby/White,2016-08-24,2016-11-20,*Friday,,Adoption,Spayed Female,30.32701414,-97.61092494
A686683,Dog,German Shepherd Mix,White,2002-08-25,2014-08-25,Ira,Suffering,Euthanasia,Intact Male,30.46368417,-97.4177712
A760662,Cat,Domestic Shorthair Mix,Black,2017-10-08,2017-12-12,,Foster,Adoption,Neutered Male,30.45037121,-97.51546113
A687604,Cat,Domestic Shorthair Mix,Black,2010-09-07,2014-09-07,,Suffering,Euthanasia,Intact Male,30.67378853,-97.31582528
A739719,Dog,Labrador Retriever Mix,Chocolate,2008-12-06,2017-01-02,Chubs,Foster,Adoption,Neutered Male,30.32364885,-97.48768809
A735601,Dog,Labrador Retriever Mix,Black,2015-09-26,2017-02-16,Olivia,,Return to Owner,Spayed Female,30.53097641,-97.4744857
A712665,Dog,Pit Bull Mix,Fawn/White,2014-09-26,2015-11-17,*Jack Nick,,Return to Owner,Neutered Male,30.46471898,-97.69015351
A705339,Dog,Pit Bull Mix,Brown Brindle,2012-06-16,2015-06-17,Queenie,,Return to Owner,Spayed Female,30.38388215,-97.68677216
A669177,Dog,Labrador Retriever/Staffordshire,Black/White,2013-03-16,2013-12-24,Ally,,Adoption,Intact Female,30.33450302,-97.64054046
A675047,Dog,Labrador Retriever Mix,Black/White,2013-03-22,2014-03-30,Reggie,,Adoption,Neutered Male,30.38175792,-97.45185427
A681978,Cat,Domestic Shorthair Mix,Blue Tabby/White,2014-04-07,2014-06-26,,Partner,Transfer,Intact Female,30.54756296,-97.3398629
A642946,Cat,Domestic Shorthair Mix,Brown Tabby/White,2012-07-17,2014-12-07,Zooey,,Adoption,Spayed Female,30.56926315,-97.39612953
A743073,Dog,Labrador Retriever/Australian Cattle Dog,White/Brown,2014-02-03,2017-02-10,*Mika,,Adoption,Spayed Female,30.69190354,-97.56635977
A720472,Dog,Redbone Hound Mix,Red/Black,2011-02-10,2016-02-10,Ladybird,,Return to Owner,Spayed Female,30.42922054,-97.56709988
A680319,Cat,Domestic Shorthair Mix,Brown Tabby/White,2012-06-01,2014-06-01,,SCRP,Transfer,Intact Male,30.57644842,-97.68256957
A641779,Dog,Pit Bull Mix,White/Black,2011-11-13,2016-07-26,Tonii Yayo,,Return to Owner,Spayed Female,30.68513776,-97.41724023
A710129,Cat,Domestic Shorthair Mix,Orange Tabby,2015-06-18,2015-09-06,*Safiya,Partner,Transfer,Intact Female,30.57279027,-97.62591273
A700218,Cat,Domestic Shorthair Mix,Brown Tabby/Black,2013-04-10,2015-04-10,,Suffering,Euthanasia,Neutered Male,30.38693675,-97.58771082
A668106,Bird,Rhode Island Mix,Yellow/Black,2012-11-27,2013-12-01,,Suffering,Euthanasia,Intact Male,30.53004273,-97.54861452
A731911,Dog,Australian Cattle Dog/German Shepherd,Black/Tan,2016-05-14,2016-08-10,Cory,,Return to Owner,Intact Male,30.67518205,-97.32797727
A686606,Dog,Australian Shepherd Mix,Brown Merle/Tan,2011-08-24,2014-08-31,Junior,Partner,Transfer,Neutered Male,30.62892779,-97.59013451
A714666,Dog,Chihuahua Longhair Mix,Tan/White,2014-10-26,2015-10-29,Sandy,,Return to Owner,Intact Female,30.47054303,-97.62337269
A698959,Dog,Labrador Retriever Mix,Black,2010-03-20,2015-03-20,Addy,,Return to Owner,Intact Female,30.70523917,-97.60692464
A358879,Dog,German Shepherd,Brown/Black,2002-08-13,2015-09-15,Simba,Suffering,Euthanasia,Neutered Male,30.44999948,-97.61854919
A711357,Cat,Domestic Shorthair Mix,Torbie,2013-09-05,2015-09-06,,SCRP,Transfer,Unknown,30.74147147,-97.34098349
A708460,Cat,Domestic Shorthair,Cream Tabby,2014-07-28,2015-07-29,,SCRP,Transfer,Unknown,30.33059504,-97.39188138
A742169,Dog,Pit Bull,Blue/White,2016-01-16,2017-12-15,*Pearl,,Adoption,Spayed Female,30.74080553,-97.35470709
A692031,Cat,Domestic Shorthair Mix,Black/White,2014-10-13,2015-02-01,T-Rex,,Adoption,Neutered Male,30.52380179,-97.49676402
A719793,Dog,Pit Bull Mix,White/Tan,2015-06-01,2016-02-01,Cece,,Return to Owner,Spayed Female,30.49900688,-97.46171286
A734240,Other,Rabbit Sh Mix,White/Black,2016-03-03,2016-09-18,,,Adoption,Intact Female,30.63861327,-97.25858005
A708456,Other,Opossum,Gray,2014-09-28,2015-07-29,,Suffering,Euthanasia,Unknown,30.54076691,-97.3546943
A698767,Dog,Bull Terrier Mix,White,2014-03-17,2017-02-06,Polo,,Adoption,Neutered Male,30.58248764,-97.50169355
A758948,Other,Squirrel Mix,Brown,2017-06-24,2017-09-27,,Rabies Risk,Euthanasia,Unknown,30.53960733,-97.30992939
A671428,Dog,Swiss Hound/Pit Bull,Tan/White,2012-10-24,2014-11-12,Little Foot,,Return to Owner,Neutered Male,30.69918144,-97.39776325
A678393,Dog,Miniature Poodle Mix,White/Apricot,2011-05-08,2014-05-09,Bebe,,Return to Owner,Spayed Female,30.42929933,-97.61617323
A749157,Bird,Duck,Yellow,2016-09-11,2017-05-15,,Foster,Adoption,Unknown,30.44222708,-97.56628656
A691775,Cat,Domestic Shorthair Mix,Orange Tabby,2014-09-09,2014-11-14,Nugget,Partner,Transfer,Neutered Male,30.50911472,-97.4528579
A729618,Cat,Domestic Shorthair Mix,Calico,2016-05-14,2016-06-24,*Apple,Partner,Transfer,Intact Female,30.52220932,-97.43950969
A755247,Dog,Pit Bull Mix,Black/White,2015-07-31,2018-01-09,Dobie,,Adoption,Neutered Male,30.57952553,-97.59938229
A720636,Cat,Domestic Shorthair Mix,Black,2013-02-13,2016-02-22,,SCRP,Transfer,Unknown,30.6319987,-97.64395162
A609335,Dog,Pit Bull Mix,White/Tan,2009-09-07,2013-12-16,*Churley,,Adoption,Neutered Male,30.66957023,-97.64158647
A756323,Dog,Pit Bull Mix,White/Black,2015-08-17,2017-08-19,Bongo,,Adoption,Neutered Male,30.35743329,-97.39929939
A688353,Dog,Boston Terrier,Black/White,2006-09-18,2014-09-19,Rupert,,Return to Owner,Neutered Male,30.42762622,-97.33888805
A702633,Dog,Labrador Retriever Mix,Black/White,2015-03-16,2015-05-20,,,Adoption,Neutered Male,30.51866115,-97.35703441
A711168,Dog,American Pit Bull Terrier Mix,Sable/White,2013-09-03,2015-09-03,Chucho,,Return to Owner,Intact Male,30.66965664,-97.62683029
A735260,Cat,Domestic Shorthair Mix,Brown Tabby,2016-09-06,2016-09-21,,Partner,Transfer,Unknown,30.43234531,-97.64653482
A759505,Dog,Labrador Retriever Mix,White,2017-08-02,2017-10-04,,,Return to Owner,Intact Female,30.36362807,-97.33347233
A734612,Dog,Pit Bull Mix,Black/White,2015-09-19,2016-09-20,Beans,,Return to Owner,Neutered Male,30.62793864,-97.48936581
A534502,Dog,Boxer Mix,Black Brindle/Brown,2008-11-17,2016-09-23,Will,,Return to Owner,Neutered Male,30.44412798,-97.47657935
A692955,Cat,Domestic Shorthair Mix,Black/White,2014-10-29,2015-01-24,*Maria,Foster,Adoption,Spayed Female,30.42562437,-97.29896471
A726249,Cat,Domestic Shorthair Mix,Torbie/White,2016-04-05,2016-06-11,*Myrtle,Foster,Adoption,Spayed Female,30.7413759,-97.62676239
A751736,Cat,Domestic Shorthair Mix,Tortie,2017-04-27,2017-06-18,*Jessa,Partner,Transfer,Intact Female,30.40702473,-97.35570444
A739113,Dog,Anatol Shepherd Mix,White/Tan,2011-11-28,2016-11-28,Gus,,Return to Owner,Neutered Male,30.44630847,-97.57645876
A675124,Other,Raccoon Mix,Black/Gray,2013-03-23,2014-03-23,,Suffering,Euthanasia,Unknown,30.39729229,-97.30530039
A746862,Dog,Great Dane Mix,Black/White,2017-01-14,2017-04-14,Harley,,Adoption,Spayed Female,30.41050771,-97.65025213
A758584,Cat,American Shorthair Mix,Orange Tabby/White,2017-09-09,2017-11-26,,,Adoption,Neutered Male,30.34914086,-97.47932913
A693651,Other,Bat Mix,Brown,2012-12-12,2014-12-13,,Rabies Risk,Euthanasia,Unknown,30.28919326,-97.54597155
A700824,Dog,Chihuahua Shorthair Mix,Brown/White,2013-10-20,2015-04-24,Greta,,Adoption,Spayed Female,30.76500329,-97.62097274
A728158,Cat,Domestic Shorthair Mix,Orange Tabby/White,2016-05-01,2016-08-05,*Pete,Foster,Adoption,Neutered Male,30.51711047,-97.52339657
A754340,Other,Bat Mix,Brown,2015-07-19,2017-07-20,,Enroute,Died,Unknown,30.56811652,-97.2793448
A747978,Dog,Mastiff/Plott Hound,Red,2009-04-27,2017-05-01,,Suffering,Euthanasia,Intact Female,30.47193924,-97.4471395
A680314,Dog,Australian Kelpie Mix,Chocolate/Tan,2014-06-01,2014-08-10,*Lil Sis,Offsite,Adoption,Spayed Female,30.74441987,-97.55133064
A670897,Dog,Australian Cattle Dog/German Shorthair Pointer,White/Tricolor,2012-01-15,2014-01-17,Toby,,Return to Owner,Neutered Male,30.37293458,-97.50450716
A749888,Cat,Domestic Shorthair Mix,Black,2017-04-14,2017-08-22,*Chocolate,,Adoption,Neutered Male,30.28359219,-97.55643172
A721221,Dog,Border Collie Mix,Black/White,2014-02-23,2016-03-13,Gypsy,,Return to Owner,Spayed Female,30.58438744,-97.46783257
A616906,Cat,Maine Coon Mix,Brown Tabby/White,2010-07-01,2014-06-30,Estrella,Partner,Transfer,Spayed Female,30.27311349,-97.32191801
A705590,Dog,Australian Shepherd/Labrador Retriever,Black Brindle,2015-04-12,2015-06-27,,,Adoption,Neutered Male,30.70831791,-97.39246682
A714703,Cat,Domestic Medium Hair Mix,Black,2015-10-12,2015-10-27,,Partner,Transfer,Intact Male,30.31009011,-97.38398844
A703203,Dog,Chihuahua Shorthair Mix,White/Brown,2013-05-21,2015-05-24,Chloe,,Return to Owner,Spayed Female,30.37821894,-97.41708451
A306362,Dog,Labrador Retriever/Chow Chow,Black,2002-07-13,2015-07-18,Zoey,,Return to Owner,Spayed Female,30.64589194,-97.69086273
A744559,Dog,Labrador Retriever Mix,Chocolate/White,2017-02-08,2017-05-04,,Foster,Adoption,Neutered Male,30.36049561,-97.55239038
A745920,Dog,Labrador Retriever Mix,Chocolate/Tan,2017-02-04,2017-03-30,,,Adoption,Neutered Male,30.34323616,-97.31946851
A760023,Dog,Labrador Retriever Mix,Brown,2017-07-11,2017-10-22,Max,,Return to Owner,Neutered Male,30.70044169,-97.40825875
A683204,Cat,Domestic Shorthair Mix,Orange Tabby,2011-07-09,2014-08-02,*Spencer,Partner,Transfer,Neutered Male,30.46415261,-97.5021407
A725797,Cat,Domestic Shorthair Mix,Blue Tabby,2016-03-03,2016-05-08,Pistachio,,Adoption,Intact Female,30.44745311,-97.38894972
A742079,Dog,Chihuahua Shorthair Mix,Black/Tan,2016-01-14,2017-01-18,,,Adoption,Neutered Male,30.59314505,-97.65778464
A703811,Dog,Black Mouth Cur/Blue Lacy,Sable,2014-12-29,2015-06-02,,,Adoption,Spayed Female,30.5435113,-97.68192853
A602693,Dog,Shih Tzu/Border Terrier,Tan/Black,2010-11-04,2016-11-22,Wilma,,Return to Owner,Spayed Female,30.42607056,-97.4428018
A756165,Dog,Labrador Retriever Mix,Black/White,2009-08-15,2017-08-17,Millo,,Return to Owner,Neutered Male,30.41694709,-97.31286544
A750195,Cat,Domestic Shorthair Mix,Torbie,2017-04-09,2017-05-27,Rusty,,Adoption,Intact Female,30.41057877,-97.66632914
A745093,Other,Bat Mix,Brown,2014-03-12,2017-03-12,,Rabies Risk,Euthanasia,Unknown,30.30167847,-97.45249335
A689081,Dog,Australian Cattle Dog Mix,Red Merle,2014-01-29,2014-10-04,*Becca,,Adoption,Spayed Female,30.31753828,-97.37923051
A671864,Dog,Golden Retriever Mix,Gold/White,2004-01-31,2014-01-31,Krash,,Return to Owner,Neutered Male,30.30940417,-97.5465731
A755458,Dog,Rat Terrier Mix,Tricolor,2014-08-04,2017-08-10,Chiquis,Partner,Transfer,Spayed Female,30.38352494,-97.30269324
